X,Y,OBJECTID,TERM_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,PIPE_IN,PIPE_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS
-77.432495,37.524494,2211,ANLTK51035,MAGELLAN TERMINALS HOLDINGS RICHMOND TERMINAL,204 EAST 1ST STREET,RICHMOND,VA,23224,NOT AVAILABLE,(804) 232-6853,BULK TERMINAL,IN SERVICE,-999,RICHMOND CITY,51760,USA,37.524494,-77.432495,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,http://www.magellanlp.com/,T-54-VA-1684,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",169655,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO
-77.426201,37.471644,2212,ANLTK51036,KINDER MORGAN SOUTHEAST TERMINALS - RICHMOND,4110 DEEPWATER TERMINAL ROAD,RICHMOND,VA,23234,NOT AVAILABLE,(804) 230-9366,MARINE TERMINAL,IN SERVICE,-999,RICHMOND CITY,51760,USA,37.471644,-77.426201,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,www.kindermorgan.com,T-54-VA-1683,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",584786,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,YES,YES,NO
-77.434199,37.458179,2213,ANLTK51037,KINDER MORGAN SOUTHEAST TERMINALS - RICHMOND,2000 TRENTON AVENUE,RICHMOND,VA,23234,NOT AVAILABLE,(804) 743-5731,BULK TERMINAL,IN SERVICE,-999,RICHMOND CITY,51760,USA,37.458179,-77.434199,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,www.kindermorgan.com,T-54-VA-1681,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",697093,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NO
-77.428343,37.479134,2214,ANLTK51038,KINDER MORGAN SOUTHEAST TERMINALS - RICHMOND 2,3302 DEEPWATER TERMINAL ROAD,RICHMOND,VA,23234,NOT AVAILABLE,(804) 230-1747,MARINE TERMINAL,IN SERVICE,-999,RICHMOND CITY,51760,USA,37.479134,-77.428343,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,www.kindermorgan.com,T-54-VA-1657,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",152000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NO
-77.435691,37.44564,2215,ANLTK51039,MOTIVA - RICHMOND TERMINAL,5801 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23234,NOT AVAILABLE,(804) 743-0379,BULK TERMINAL,IN SERVICE,-999,RICHMOND CITY,51760,USA,37.44564,-77.435691,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/12/11 00:00:00+00,www.motivaenterprises.com,T-54-VA-1685,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",239400,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-79.986978,37.271271,2216,ANLTK51041,ASSOCIATED ASPHALT ROANOKE INC,2677 ROANOKE AVE SW,ROANOKE,VA,24015,NOT AVAILABLE,(540) 345-8867,BULK TERMINAL,IN SERVICE,-999,ROANOKE CITY,51770,USA,37.271271,-79.986978,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.associatedasphalt.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",97645,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-79.921679,37.280204,2217,ANLTK51042,KINDER MORGAN SOUTHEAST TERMINALS - ROANOKE,835 HOLLINS ROAD NORTHEAST,ROANOKE,VA,24012,NOT AVAILABLE,(540) 982-3708,BULK TERMINAL,IN SERVICE,-999,ROANOKE CITY,51770,USA,37.280204,-79.921679,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,www.kindermorgan.com,T-54-VA-1688,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",300049,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NO
-79.990375,37.212541,2218,ANLTK51043,KINDER MORGAN SOUTHEAST TERMINALS - ROANOKE II TERMINAL,5280 TERMINAL ROAD SW,ROANOKE,VA,24018,NOT AVAILABLE,(703) 774-4491,BULK TERMINAL,IN SERVICE,-999,ROANOKE,51161,USA,37.212541,-79.990375,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,www.kindermorgan.com,T-54-VA-1690,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",185594,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NO
-79.989196,37.213892,2219,ANLTK51044,MAGELLAN TERMINALS HOLDINGS LP,5287 TERMINAL ROAD,ROANOKE,VA,24018,NOT AVAILABLE,(540) 989-6673,BULK TERMINAL,IN SERVICE,-999,ROANOKE,51161,USA,37.213892,-79.989196,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,http://www.marathonpetroleum.com/,T-54-VA-1689,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT",282835,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NO
-76.093372,36.716215,2220,ANLTK51045,NUSTAR TERMINALS NORTH LANDING TERMINAL NO. 12,3924 NORTH LANDING ROAD,VIRGINIA BEACH,VA,23456,NOT AVAILABLE,(757) 427-1066,AIRPORT TERMINAL,IN SERVICE,-999,VIRGINIA BEACH,51810,USA,36.716215,-76.093372,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.nustarenergy.com,T-54-VA-1693,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,51321,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-76.286145,36.819375,2221,ANLTK51046,TRANSMONTAIGNE - NORFOLK,7600 HALIFAX LANE,CHESAPEAKE,VA,23324,NOT AVAILABLE,(757) 545-8455,MARINE TERMINAL,IN SERVICE,-999,CHESAPEAKE,51550,USA,36.819375,-76.286145,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.transmontaigne.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1120950,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-77.430741,37.511354,2222,ANLTK51047,TRANSMONTAIGNE - RICHMOND,1314 COMMERCE ROAD,RICHMOND,VA,23224,NOT AVAILABLE,(804) 233-9231,BULK TERMINAL,IN SERVICE,-999,RICHMOND CITY,51760,USA,37.511354,-77.430741,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.transmontaigne.com,T-54-VA-1678,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",428800,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-76.31247373,36.77703732,2223,ANLTK51048,GAS SUPPLY RESOURCES,2901 SOUTH MILITARY HIGHWAY,CHESAPEAKE,VA,23323,NOT AVAILABLE,(757) 485-1018,BULK TERMINAL,IN SERVICE,-999,CHESAPEAKE,51550,USA,36.77703732,-76.31247373,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/12/14 00:00:00+00,http://www.dcppartners.com/,T-54-VA-1700,DCP MIDSTREAM PARTNERS LP,NOT AVAILABLE,WITHIN 40 FEET,REFINED,482134,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE
-76.412108,36.966865,2224,ANLTK51049,PAPCO - NEWPORT NEWS,407 JEFFERSON AVE,NEWPORT NEWS,VA,23607,NOT AVAILABLE,(757) 244-4400,MARINE TERMINAL,IN SERVICE,-999,NEWPORT NEWS,51700,USA,36.966865,-76.412108,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/12/11 00:00:00+00,http://www.papco.com/,T-50-VA-0001,PAPCO,NOT AVAILABLE,WITHIN 40 FEET,REFINED,32500,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NOT AVAILABLE
-76.28484911,36.81946772,2225,ANLTK51050,NORFOLK,7600 HALIFAX LANE,CHESAPEAKE,VA,23324,NOT AVAILABLE,(757) 545-8455,MARINE TERMINAL,IN SERVICE,-999,CHESAPEAKE,51550,USA,36.81946772,-76.28484911,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.transmontaigne.com,NONE,TRANSMONTAIGNE PRODT SVCS INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",-999,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NOT AVAILABLE
-122.560726,48.472216,2226,ANLTK53001,SHELL OIL PRODUCTS US - PUGET SOUND REFINERY,8505 SOUTH TEXAS ROAD,ANACORTES,WA,98221,NOT AVAILABLE,(360) 293-0800,REFINERY TERMINAL,IN SERVICE,-999,SKAGIT,53057,USA,48.472216,-122.560726,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,www.shell.com,T-91-WA-4400,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,200000,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,YES,NO,NO,NO,NOT AVAILABLE
-122.563763,48.489453,2227,ANLTK53002,TESORO REFINING AND MARKETING COMPANY,10200 WEST MARCH POINT ROAD,ANACORTES,WA,98221,NOT AVAILABLE,(360) 293-9119,REFINERY TERMINAL,IN SERVICE,-999,SKAGIT,53057,USA,48.489453,-122.563763,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/21 00:00:00+00,http://www.andeavor.com/,T-91-WA-4428,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",6207000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO
-122.735098,48.884113,2228,ANLTK53003,"BP WEST COAST PRODUCTS LLC, CHERRY POINT REFINERY",4519 GRANDVIEW ROAD,BLAINE,WA,98230,NOT AVAILABLE,(360) 370-1500,REFINERY TERMINAL,IN SERVICE,-999,WHATCOM,53073,USA,48.884113,-122.735098,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,www.bp.com,T-91-WA-4418,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",8174040,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NOT AVAILABLE,NOT AVAILABLE,YES,YES,YES,YES,NO
-117.110289,46.423624,2229,ANLTK53004,TIDEWATER TERMINAL COMPANY - WILMA TERMINAL,2950 WILMA DRIVE,CLARKSTON,WA,99179,NOT AVAILABLE,(509) 758-9119,MARINE TERMINAL,IN SERVICE,-999,WHITMAN,53075,USA,46.423624,-117.110289,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://tidewater.com,T-91-WA-4423,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",102350,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-122.707605,48.835013,2230,ANLTK53005,PETROGAS WEST LLC - FERNDALE,4100 UNICK RD.,FERNDALE,WA,98248,NOT AVAILABLE,(360) 384-1701,BULK TERMINAL,IN SERVICE,-999,WHATCOM,53073,USA,48.835013,-122.707605,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/11/28 00:00:00+00,NOT AVAILABLE,T-33-WA-0001,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,750000,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-122.695475,48.829588,2231,ANLTK53006,PHILLIPS 66 COMPANY - FERNDALE REFINERY,3901 UNICK ROAD,FERNDALE,WA,98248,NOT AVAILABLE,(360) 384-1011,REFINERY TERMINAL,IN SERVICE,-999,WHATCOM,53073,USA,48.829588,-122.695475,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,https://www.phillips66.com/,T-91-WA-4427,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED",2195250,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
-122.4339287,48.83093517,2232,ANLTK53007,TERASEN PIPELINES (USA) - LAUREL STATION,E SMITH RD,FERNDALE,WA,98226,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - CRUDE,IN SERVICE,-999,WHATCOM,53073,USA,48.83093517,-122.4339287,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,300000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,YES,NO,NO,NO,NOT AVAILABLE
-119.27916,47.188851,2233,ANLTK53008,PHILLIPS 66 PL - MOSES LAKE,6864 STRATFORD ROAD,MOSES LAKE,WA,98837,NOT AVAILABLE,(509) 765-7051,BULK TERMINAL,IN SERVICE,-999,GRANT,53025,USA,47.188851,-119.27916,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,https://www.phillips66midstream.com/,T-91-WA-4401,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",186000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO
-119.313905,47.180517,2234,ANLTK53009,GRANT COUNTY AIRPORT,7810 ANDREWS ST.,MOSES LAKE,WA,98837,NOT AVAILABLE,(509) 762-5363,AIRPORT TERMINAL,IN SERVICE,-999,GRANT,53025,USA,47.180517,-119.313905,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.portofmoseslake.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,50000,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-122.427891,48.45947,2235,ANLTK53010,OLYMPIC PIPELINE COMPANY (BP),14879 OVENELL ROAD,MOUNT VERNON,WA,98233,NOT AVAILABLE,(360) 428-4214,BREAKOUT TANKS - PRODUCTS,IN SERVICE,-999,SKAGIT,53057,USA,48.45947,-122.427891,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.olympicpipeline.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",561000,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NOT AVAILABLE
-119.029286,46.215415,2236,ANLTK53011,TESORO LOGISTICS OPERATIONS LLC - PASCO,2900 SACAJAWEA PARK ROAD,PASCO,WA,99301,NOT AVAILABLE,(509) 547-2545,MARINE TERMINAL,IN SERVICE,-999,FRANKLIN,53021,USA,46.215415,-119.029286,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,http://www.andeavorlogistics.com/,T-91-WA-4402,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",221000,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO
-119.016066,46.224379,2237,ANLTK53012,TIDEWATER TERMINAL COMPANY - PASCO (SNAKE RIVER) TERMINAL,671 TANK FARM ROAD,PASCO,WA,99301,NOT AVAILABLE,(509) 547-7701,MARINE TERMINAL,IN SERVICE,-999,FRANKLIN,53021,USA,46.224379,-119.016066,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,http://tidewater.com,T-91-WA-4420,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",451547,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO
-123.461844,48.137268,2238,ANLTK53013,TESORO REFINING AND MARKETING COMPANY,1720 W EDIZ HOOK RD.,PORT ANGELES,WA,98363,NOT AVAILABLE,(360) 452-1433,MARINE TERMINAL,IN SERVICE,-999,CLALLAM,53009,USA,48.137268,-123.461844,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://tsocorp.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",143900,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,YES,YES,NO,YES,NOT AVAILABLE
-122.224832,47.456419,2239,ANLTK53014,PHILLIPS 66 PIPELINE RENTON TERMINAL,2423 LIND AVENUE SW,RENTON,WA,98057,NOT AVAILABLE,(425) 228-6142,BULK TERMINAL,IN SERVICE,-999,KING,53033,USA,47.456419,-122.224832,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,https://www.phillips66midstream.com/,T-91-WA-4404,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,226500,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-122.356745,47.582119,2240,ANLTK53015,SEAPORT MIDSTREAM PARTNERS LLC - SEATTLE TERMINAL,1652 SW LANDER ST,SEATTLE,WA,98134,NOT AVAILABLE,(206) 623-4637,MARINE TERMINAL,IN SERVICE,-999,KING,53033,USA,47.582119,-122.356745,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,NOT AVAILABLE,T-91-WA-4425,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",541000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-122.350911,47.581912,2241,ANLTK53016,KINDER MORGAN LIQUIDS TERMINALS LLC,2720 13TH AVE. SW,SEATTLE,WA,98134,NOT AVAILABLE,(206) 682-4706,MARINE TERMINAL,IN SERVICE,-999,KING,53033,USA,47.581912,-122.350911,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,www.kindermorgan.com/,T-91-WA-4406,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",934000,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NO
-122.353533,47.584999,2242,ANLTK53017,RAINIER PETROLEUM,1711 13TH AVE. SW,SEATTLE,WA,98134,NOT AVAILABLE,(206) 623-3480,MARINE TERMINAL,IN SERVICE,-999,KING,53033,USA,47.584999,-122.353533,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,http://www.generalpetroleum.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,80000,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,YES,NOT AVAILABLE
-122.353452,47.581944,2243,ANLTK53018,SHELL OIL PRODUCTS US SEATTLE OPERATIONS,2555 13TH AVENUE SW,SEATTLE,WA,98134,NOT AVAILABLE,(206) 224-0480,MARINE TERMINAL,IN SERVICE,-999,KING,53033,USA,47.581944,-122.353452,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,www.shell.com,T-91-WA-4408,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,593686,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
-122.303249,47.433354,2244,ANLTK53019,SWISSPORT FUELING INCORPORATED,2350 SOUTH 190TH STREET,SEATTLE,WA,98188,NOT AVAILABLE,(206) 246-0407,AIRPORT TERMINAL,IN SERVICE,-999,KING,53033,USA,47.433354,-122.303249,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2015/10/28 00:00:00+00,www.swissport.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,800000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-117.321082,47.669965,2245,ANLTK53020,EXXONMOBIL REFINING & SUPPLY COMPANY,6311 EAST SHARP AVENUE,SPOKANE,WA,99212,NOT AVAILABLE,(509) 534-8132,BULK TERMINAL,IN SERVICE,-999,SPOKANE,53063,USA,47.669965,-117.321082,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,www.exxonmobil.com,T-91-WA-4411,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,800000,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,YES,NOT AVAILABLE
-117.360685,47.731078,2246,ANLTK53021,"HOLLY ENERGY PARTNERS-OPERATING, L.P.",3225 E LINCOLN ROAD,SPOKANE,WA,99217,NOT AVAILABLE,(509) 467-6491,BULK TERMINAL,IN SERVICE,-999,SPOKANE,53063,USA,47.731078,-117.360685,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,www.hollyenergy.com,T-91-WA-4412,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,392000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,NOT AVAILABLE
-117.317746,47.670192,2247,ANLTK53022,PHILLIPS 66 PIPELINE SPOKANE TERMINAL,6317 EAST SHARP AVENUE,SPOKANE VALLEY,WA,99212,NOT AVAILABLE,(509) 535-3636,BULK TERMINAL,IN SERVICE,-999,SPOKANE,53063,USA,47.670192,-117.317746,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,https://www.phillips66midstream.com/,T-91-WA-4410,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,351000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO
-122.432499,47.258719,2248,ANLTK53023,PHILLIPS 66 PIPELINE TACOMA TERMINAL,520 EAST D STREET,TACOMA,WA,98421,NOT AVAILABLE,(253) 627-3878,MARINE TERMINAL,IN SERVICE,-999,PIERCE,53053,USA,47.258719,-122.432499,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/20 00:00:00+00,https://www.phillips66midstream.com/,T-91-WA-4413,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",307000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NO,NO,NO,NO,YES,NOT AVAILABLE
