OBJECTID,NAME,TERM_ID,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,PIPE_IN,PIPE_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS,RENEWABLE_DIESEL
1896,"HOLLY ENERGY PARTNERS-OPERATING, L.P.",ANLTK48003,1000 SOUTH SERVICE ROAD,ABILENE,TX,79563,NOT AVAILABLE,(325) 691-0710,BULK TERMINAL,IN SERVICE,TAYLOR,48441,32.458162,-99.852906,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.hollyenergy.com,T-74-TX-2748,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,114200,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1897,"DELEK MARKETING & SUPPLY, L.P.",ANLTK48004,HIGHWAY 277 N INDUSTRIAL,ABILENE,TX,79601,NOT AVAILABLE,(325) 673-2408,BULK TERMINAL,IN SERVICE,JONES,48253,32.54438538,-99.76484328,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-75-TX-2652,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",265919,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
1898,"MAGELLAN PIPELINE COMPANY, L.P. - WEST FORT WORTH",ANLTK48005,6000 EAST I-20,ALEDO,TX,76008,NOT AVAILABLE,(817) 441-8298,BULK TERMINAL,IN SERVICE,PARKER,48367,32.729102,-97.621818,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-75-TX-2665,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",245346,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1899,PHILLIPS 66 PL - AMARILLO,ANLTK48006,4300 WEST CLIFFSIDE ROAD,AMARILLO,TX,79124,NOT AVAILABLE,(806) 373-9811,BULK TERMINAL,IN SERVICE,POTTER,48375,35.266461,-101.890821,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.phillips66midstream.com/,T-75-TX-2654,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",277000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO
1900,NUSTAR ENERGY - AMARILLO TERMINAL,ANLTK48007,4200 WEST CLIFFSIDE,AMARILLO,TX,79124,NOT AVAILABLE,(806) 372-7966,BULK TERMINAL,IN SERVICE,POTTER,48375,35.266519,-101.886748,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-75-TX-2653,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",255000,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
1901,FLINT HILLS RESOURCES L.P. - AUSTIN FUELS TERMINAL,ANLTK48008,9011 JOHNNY MORRIS ROAD,AUSTIN,TX,78724,NOT AVAILABLE,(512) 928-9226,BULK TERMINAL,IN SERVICE,TRAVIS,48453,30.324193,-97.627295,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.fhr.com,T-74-TX-2706,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",470207,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
1902,SUNOCO TERMINAL BAY CITY,ANLTK48009,2450 FM 3057,BAY CITY,TX,77414,NOT AVAILABLE,(979) 244-9990,MARINE TERMINAL,IN SERVICE,MATAGORDA,48321,28.86921266,-96.01308111,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.sunocologistics.com/,T-76-TX-2828,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",110000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1903,EXXON MOBIL CORPORATION,ANLTK48010,3139 DECKER DRIVE,BAYTOWN,TX,77520,NOT AVAILABLE,NOT AVAILABLE,REFINERY TERMINAL,IN SERVICE,HARRIS,48201,29.739773,-95.009361,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",14905000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1904,TEPPCO,ANLTK48012,4225 DECKER DR AND BAKER DR,BAYTOWN,TX,77520,NOT AVAILABLE,(281) 424-4585,BREAKOUT TANKS,IN SERVICE,HARRIS,48201,29.765427,-95.013572,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,1438702,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1905,COLONIAL PIPELINE - HERBERT STATION,ANLTK48013,14713 W PORT ARTHUR RD,BEAUMONT,TX,77705,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,JEFFERSON,48245,29.975386,-94.056866,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.colpipe.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,140000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1906,EXXON MOBIL CORPORATION,ANLTK48014,11440 HIGHWAY 90,BEAUMONT,TX,77705,NOT AVAILABLE,(409) 866-3711,REFINERY TERMINAL,IN SERVICE,JEFFERSON,48245,30.044252,-94.068279,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",6488000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1907,SUNOCO PARTNERS MARKETING & TERMINALS LP - HEBERT TERMINAL,ANLTK48015,15651 W PORT ARTHUR RD.,BEAUMONT,TX,77705,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,JEFFERSON,48245,29.98114,-94.05973,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.sunocologistics.com/,T-76-TX-2798,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",1369024,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
1908,MOTIVA ENTERPRISES LLC,ANLTK48016,9406 WEST PORT ARTHUR RD,BEAUMONT,TX,77705,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,JEFFERSON,48245,29.997202,-94.069353,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-76-TX-2783,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,720443,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
1909,OILTANKING BEAUMONT / TEPPCO,ANLTK48017,6275 HIGHWAY 347,BEAUMONT,TX,77705,NOT AVAILABLE,(409) 835-5381,BREAKOUT TANKS - PRODUCTS,IN SERVICE,JEFFERSON,48245,30.007255,-94.0554,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.oiltanking.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,5579519,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1910,DELEK MARKETING - BIG SANDY,ANLTK48019,HIGHWAY 155 AND SABINE RIVER,BIG SANDY,TX,75755,NOT AVAILABLE,(906) 636-4435,BULK TERMINAL,IN SERVICE,UPSHUR,48459,32.566818,-95.138681,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-76-TX-2784,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",155457,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1911,ALON USA - BIG SPRING REFINERY & TERMINAL,ANLTK48020,E I-20 & REFINERY RD,BIG SPRING,TX,79720,NOT AVAILABLE,(432) 263-9509,REFINERY TERMINAL,IN SERVICE,HOWARD,48227,32.267626,-101.411246,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-75-TX-2656,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",2413000,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1912,DCP MIDSTREAM (DUKE ENERGY FIELD SERVICES) - HARLAN TANK FARM,ANLTK48021,FM 666 (2MI SOUTH OF FM 665),BISHOP,TX,78343,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,NUECES,48355,27.683944,-97.833487,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,116476,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1913,PHILLIPS 66 - BORGER,ANLTK48022,SPUR 119 NORTH,BORGER,TX,79007,NOT AVAILABLE,(806) 273-2831,REFINERY TERMINAL,IN SERVICE,HUTCHINSON,48233,35.69092,-101.36647,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.phillips66midstream.com/,T-75-TX-2657,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,2708000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
1914,CITGO PETROLEUM CORPORATION - BROWNSVILLE TERMINAL,ANLTK48023,11001 R. L. OSTOS ROAD,BROWNSVILLE,TX,78521,NOT AVAILABLE,(956) 831-8241,BULK TERMINAL,IN SERVICE,CAMERON,48061,25.957193,-97.372498,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.citgo.com,T-74-TX-2709,NOT AVAILABLE,CITGO PETROLEUM CORPORATION,WITHIN 40 FEET,"REFINED, CHEMICALS",216065,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
1915,CO-OWNER - TRANSMONTAIGNE PRODUCT SERVICES INCORPORATED AND CITGO - BROWNSVILLE,ANLTK48024,14701 R. L. OSTOS ROAD,BROWNSVILLE,TX,78521,NOT AVAILABLE,(956) 831-8241,MARINE TERMINAL,IN SERVICE,CAMERON,48061,25.959231,-97.372569,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",312790,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1916,RTW TERMINAL,ANLTK48025,1005 ANCHOR ROAD,BROWNSVILLE,TX,78521,NOT AVAILABLE,(956) 831-7117,MARINE TERMINAL,IN SERVICE,CAMERON,48061,25.96123,-97.380605,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.royalmfg.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,200000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1917,TRANSMONTAIGNE PRODUCT SERVICES INCORPORATED - SOUTHWEST (BROWNSVILLE),ANLTK48026,10150 STATE HIGHWAY 48,BROWNSVILLE,TX,78521,NOT AVAILABLE,(956) 831-3531,MARINE TERMINAL,IN SERVICE,CAMERON,48061,25.96045,-97.389861,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.transmontaignepartners.com,T-74-TX-2717,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",906000,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO
1918,TRANSMONTAIGNE PARTNERS L.P. - BORDER TERMINAL,ANLTK48027,FOUST RD AND OLD HWY 48,BROWNSVILLE,TX,78521,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL,IN SERVICE,CAMERON,48061,25.958226,-97.388192,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.transmontaigne.com,T-74-TX-2754,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,81000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1919,TRANSMONTAIGNE PARTNERS L.P. - TEJANO,ANLTK48028,HIGHWAY 48 AND TERMINAL RD,BROWNSVILLE,TX,78521,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL,IN SERVICE,CAMERON,48061,25.957108,-97.39867,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.transmontaigne.com,T-74-TX-2755,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,239489,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1920,US PETROLEUM DEPOT (CONTINENTAL FUELS),ANLTK48029,11700 OLD HWY 48,BROWNSVILLE,TX,78521,NOT AVAILABLE,(713) 231-0990,MARINE TERMINAL,IN SERVICE,CAMERON,48061,25.960098,-97.382406,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-74-TX-2757,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,96000,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1921,U.S. OIL BRYAN TERMINAL,ANLTK48030,1714 FINFEATHER ROAD,BRYAN,TX,77801,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,BRAZOS,48041,30.653398,-96.376934,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.usoil.com,T-74-TX-2713,US VENTURE INC,US OIL,WITHIN 40 FEET,"REFINED, BIOFUEL",50801,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO
1922,DELEK MARKETING - GREENVILLE STORAGE FACILITY,ANLTK48031,2867 COUNTY ROAD 2168,CADDO MILLS,TX,75135,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,HUNT,48231,33.033314,-96.202678,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,DELEK MARKETING BIG SANDY LLC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",325000,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1923,EXPLORER - GREENVILLE TERMINAL,ANLTK48032,2856 COUNTY ROAD 2168,CADDO MILLS,TX,75135,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,HUNT,48231,33.035815,-96.201303,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.expl.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,5853238,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1924,JP ENERGY CADDO LLC,ANLTK48033,2738 COUNTY ROAD 2168,CADDO MILLS,TX,75135,NOT AVAILABLE,(903) 527-4127,MARINE TERMINAL,IN SERVICE,HUNT,48231,33.036771,-96.197777,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-75-TX-2659,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,190000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1925,SUNOCO PARTNERS MARKETING & TERMINALS LP,ANLTK48034,377 STATE HIGHWAY 87 S,CENTER,TX,75935,NOT AVAILABLE,(936) 598-3272,BULK TERMINAL,IN SERVICE,SHELBY,48419,31.79685,-94.14514,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.sunocologistics.com/,T-75-TX-2678,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",82700,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
1926,TARGA TERMINALS LLC - CHANNELVIEW,ANLTK48035,16514 DEZAVALA ROAD,CHANNELVIEW,TX,77530,NOT AVAILABLE,(281) 862-2900,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.763526,-95.102526,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.flexoilservices.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,1594307,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1927,CITGO - DEEP SEA TERMINAL,ANLTK48036,4806 UP RIVER ROAD,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 888-4195,REFINERY TERMINAL,IN SERVICE,NUECES,48355,27.807906,-97.430398,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-74-TX-2716,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",5252000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO
1928,CITGO - PORT AVE TERMINAL,ANLTK48037,2505 NORTH PORT AVENUE,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 888-4195,MARINE TERMINAL,IN SERVICE,NUECES,48355,27.808036,-97.408247,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.citgo.com,T-74-TX-2711,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,638529,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1929,MARTIN OPER PARTNERSHIP LP - CORPUS CHRISTI,ANLTK48038,502 E NAVIGATION BLVD,CORPUS CHRISTI,TX,78402,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL - CRUDE,IN SERVICE,NUECES,48355,27.816682,-97.395189,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,620000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1930,FLINT HILLS RESOURCES / KOCH - EAST PLANT,ANLTK48039,1607 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 242-8463,REFINERY TERMINAL,IN SERVICE,NUECES,48355,27.804825,-97.425642,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.fhr.com/,T-74-TX-2721,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",9631000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1931,"MAGELLAN MIDSTREAM PARTNERS, L.P.",ANLTK48040,1802 POTH LANE,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 903-1100,MARINE TERMINAL,IN SERVICE,NUECES,48355,27.81084,-97.431309,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,2939952,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1932,"TRIGEANT, LTD.",ANLTK48041,6606 UP RIVER ROAD,CORPUS CHRISTI,TX,78409,NOT AVAILABLE,NOT AVAILABLE,REFINERY TERMINAL,IN SERVICE,NUECES,48355,27.815841,-97.48994,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT",1138000,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO
1933,VALERO ENERGY CORPORATION,ANLTK48042,1300 CANTELL RD (5900 UP RIVER ROAD - REFINERY),CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 289-6000,REFINERY TERMINAL,IN SERVICE,NUECES,48355,27.815493,-97.438542,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-74-TX-2714,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",7953000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1934,NUSTAR ENERGY LP - CORPUS CHRISTI,ANLTK48043,2829 TEXACO ROAD,CORPUS CHRISTI,TX,78402,NOT AVAILABLE,(361) 884-6393,MARINE TERMINAL,IN SERVICE,NUECES,48355,27.817519,-97.401217,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.nustarenergy.com/,NONE,NUSTAR ENERGY LP,NUSTAR ENERGY LP,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",4030000,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO
1935,SUNOCO PIPELINE LP,ANLTK48044,2100 S 15TH ST,CORSICANA,TX,75110,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,NAVARRO,48349,32.071454,-96.466843,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",3287130,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1936,CRANE,ANLTK48045,206 LONGHORN RD,CRANE,TX,79731,NOT AVAILABLE,(918) 574-7000,CRUDE TERMINAL,IN SERVICE,CRANE,48103,31.430403,-102.375903,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,magellanlp.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,808000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1937,ALLIED AVIATION (OGDEN AVIATION) SERVICES DFW AIRPORT,ANLTK48046,2001 W AIRFIELD DR,DALLAS,TX,76051,NOT AVAILABLE,NOT AVAILABLE,AIRPORT TERMINAL,IN SERVICE,TARRANT,48439,32.908114,-97.069522,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.alliedaviation.com,T-75-TX-2673,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1018571,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
1938,"MAGELLAN MIDSTREAM PARTNERS, L.P.",ANLTK48047,4200 SINGLETON BOULEVARD,DALLAS,TX,75212,NOT AVAILABLE,(214) 688-1770,BULK TERMINAL,IN SERVICE,DALLAS,48113,32.776594,-96.889527,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-75-TX-2661,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,591000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1939,MOTIVA ENTERPRISES LLC,ANLTK48048,3900 SINGLETON BOULEVARD,DALLAS,TX,75212,NOT AVAILABLE,(214) 589-7007,BULK TERMINAL,IN SERVICE,DALLAS,48113,32.776975,-96.884837,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-75-TX-2662,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,519000,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
1940,AIRCRAFT SERVICE INTERNATIONAL GROUP - DALLAS LOVE FIELD,ANLTK48049,2734 BROOKFIELD,DALLAS,TX,75235,NOT AVAILABLE,(214) 352-9224,AIRPORT TERMINAL,IN SERVICE,DALLAS,48113,32.84199,-96.857714,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://menziesaviation.com/,T-75-TX-2663,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,22135,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1941,Shell Deer Park,ANLTK48050,5900 STATE HIGHWAY 225,DEER PARK,TX,77536,NOT AVAILABLE,(713) 246-6151,REFINERY TERMINAL,IN SERVICE,HARRIS,48201,29.72143,-95.12666,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.shell.com/,NONE,Shell,Shell,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",8103000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1942,INTERCONTINENTAL TERMINALS COMPANY,ANLTK48051,1943 INDEPENDENCE PARKWAY,DEER PARK,TX,77571,NOT AVAILABLE,(281) 884-0300,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.738928,-95.097619,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.iterm.com/,T-76-TX-2815,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",13058136,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
